sep=|
Module|template|Desc|para0|para1|para2|para3|para4|para5|para4.0|para4.1|para4.2|para4.3
uniequip_002_typhon_2|EquipmentSquadPos|3星通关主题曲S2-1；必须编入非助战提丰并上场，其他成员仅可编入近战位干员|3|sub_02-01|char_2012_typhon|13,MELEE|||13|MELEE||
uniequip_002_sntlla_1|EquipmentSkillCastBattle|完成5次战斗；必须编入非助战寒檀并上场，且每次战斗至少释放1次“女巫之泪”|5|skchr_sntlla_2|1|char_341_sntlla|||char_341_sntlla|||
uniequip_002_sntlla_2|EquipmentCharKilledStage|3星通关别传BI-2；必须编入非助战寒檀并上场，且使用寒檀至少歼灭8个敌人|3|act14side_02|char_341_sntlla|8|char_341_sntlla||8|||
uniequip_003_helage_1|EquipmentCharKilled|由非助战赫拉格累计造成30歼灭数|char_188_helage|30|char_188_helage|||||||
uniequip_003_helage_2|EquipmentSquadNum|3星通关主题曲7-10；必须编入非助战赫拉格并上场，其他成员仅可编入3名干员|3|main_07-08|char_188_helage|3|||3|||
uniequip_003_phatom_1|EquipmentDeployStage|完成5次战斗；每次战斗至少部署2次非助战的傀影|5|2|char_250_phatom|char_250_phatom|||char_250_phatom|||
uniequip_003_phatom_2|EquipmentEventStageMore|3星通关插曲DM-5；必须编入非助战傀影并上场，且使用傀影击败至少两名萨卡兹哨兵|3|act9d0_05|char_250_phatom|DEATHDETAIL,char_250_phatom,enemy_1073_dscout;DEATHDETAIL,token_10007_phatom_twin,enemy_1073_dscout|2||DEATHDETAIL|char_250_phatom|enemy_1073_dscout|
uniequip_002_gvial2_1|EquipmentSkillCast|战斗中非助战百炼嘉维尔累计使用链锯强袭10次|char_1026_gvial2|skchr_gvial2_2|10|char_1026_gvial2|||char_1026_gvial2|||
uniequip_002_gvial2_2|EquipmentCharKilledStage|3星通关主题曲9-2标准实战环境；必须编入非助战百炼嘉维尔并上场，且使用百炼嘉维尔至少歼灭15个敌人|3|main_09-01|char_1026_gvial2|15|char_1026_gvial2||15|||
uniequip_002_huang_1|EquipmentCharKilled|由非助战煌累计造成80歼灭数|char_017_huang|80|char_017_huang|||||||
uniequip_002_huang_2|EquipmentSquadProEx|3星通关主题曲11-13标准实战环境；必须编入非助战煌并上场，且不编入其他近卫干员|3|main_11-11|char_017_huang|WARRIOR|||WARRIOR|||
uniequip_002_broca_1|EquipmentDamageTotal|由非助战布洛卡累计造成80000点伤害|char_356_broca|80000||||||||
uniequip_002_broca_2|EquipmentSkillCastStage|3星通关主题曲7-8；必须编入非助战布洛卡并上场，且至少使用2次高压电流|3|main_07-06|skchr_broca_2|2|char_356_broca||2|||
uniequip_002_ghost_1|EquipmentSkillCastBattle|完成5次战斗；必须编入非助战幽灵鲨并上场，且每次战斗至少释放1次肉斩骨断|5|skchr_ghost_2|1|char_143_ghost|||char_143_ghost|||
uniequip_002_ghost_2|EquipmentEventStageMore|3星通关插曲SN-EX-1；必须编入非助战幽灵鲨并上场，且使用幽灵鲨击败至少10名富营养的滑动者|3|act17side_ex01|char_143_ghost|DEATHDETAIL,char_143_ghost,enemy_1148_dssbr_2|10||DEATHDETAIL|char_143_ghost|enemy_1148_dssbr_2|
uniequip_002_savage_1|EquipmentSkillCast|战斗中非助战暴行累计使用微差爆破10次|char_230_savage|skchr_savage_2|10|char_230_savage|||char_230_savage|||
uniequip_002_savage_2|EquipmentSquadNum|3星通关主题曲4-5；必须编入非助战暴行并上场，其他成员仅可编入4名干员|3|main_04-05|char_230_savage|4|||4|||
uniequip_002_estell_1|EquipmentBattleCharDamage|完成5次战斗；必须编入非助战艾丝黛尔并上场，且使用艾丝黛尔造成至少12000点伤害|5|char_127_estell|12000|||||||
uniequip_002_estell_2|EquipmentCharKilledStage|3星通关主题曲7-4；必须编入非助战艾丝黛尔并上场，且使用艾丝黛尔至少歼灭15个敌人|3|main_07-03|char_127_estell|15|char_127_estell||15|||
uniequip_002_swire2_1|EquipmentDamageTotalWithToken|由非助战琳琅诗怀雅累计造成60000点伤害|char_1033_swire2;token_10031_swire2_gdtrap|60000|char_1033_swire2|||||||
uniequip_002_swire2_2|EquipmentCharKilledStage|3星通关主题曲5-2；必须编入非助战琳琅诗怀雅并上场，且使用琳琅诗怀雅至少歼灭15个敌人|3|main_05-02|char_1033_swire2;token_10031_swire2_gdtrap|15|char_1033_swire2||15|||
uniequip_002_buildr_1|EquipmentDeployCharOrder|完成5次战斗；必须编入非助战青枳，并确定第一位部署的干员是青枳|5|1|char_488_buildr|||||||
uniequip_002_buildr_2|EquipmentSquadProEx|3星通关别传OF-5；必须编入非助战青枳并上场，且不编入其他先锋干员|3|a003_05|char_488_buildr|PIONEER|||PIONEER|||
uniequip_002_bryota_1|EquipmentSkillCastBattle|完成5次战斗；必须编入非助战苍苔并上场，且每次战斗至少释放1次土石的恒心|5|skchr_bryota_2|1|char_4106_bryota|||char_4106_bryota|||
uniequip_002_bryota_2|EquipmentSquadNoAnyDead|3星通关主题曲9-3标准实战环境；必须编入非助战苍苔并上场，且所有干员不被击倒|3|main_09-02|char_4106_bryota|||||||
uniequip_002_humus_1|EquipmentSkillCastBattle|完成5次战斗；必须编入非助战休谟斯并上场，且每次战斗至少释放1次高效处理|5|skchr_humus_2|1|char_491_humus|||char_491_humus|||
uniequip_002_humus_2|EquipmentSquadPos|3星通关主题曲7-8；必须编入非助战休谟斯并上场，其他成员仅可编入近战位干员|3|main_07-06|char_491_humus|13,MELEE|||13|MELEE||
uniequip_002_crow_1|EquipmentBattleCharDamage|完成5次战斗；必须编入非助战羽毛笔并上场，且使用羽毛笔造成至少12000点伤害|5|char_421_crow|12000|||||||
uniequip_002_crow_2|EquipmentCharKilledStage|3星通关主题曲11-6标准实战环境；必须编入非助战羽毛笔并上场，且使用羽毛笔至少歼灭15个敌人|3|main_11-05|char_421_crow|15|char_421_crow||15|||
uniequip_002_highmo_1|EquipmentBattleCharDamage|完成5次战斗；必须编入非助战海沫并上场，且使用海沫造成至少12000点伤害|5|char_4066_highmo|12000|||||||
uniequip_002_highmo_2|EquipmentSquadNum|3星通关插曲SN-2；必须携带并部署非助战海沫，其他成员仅可编入2名干员|3|act17side_02|char_4066_highmo|2|||2|||
uniequip_002_excu2_1|EquipmentDamageTotal|由非助战圣约送葬人累计造成80000点伤害|char_1032_excu2|80000||||||||
uniequip_002_excu2_2|EquipmentEventStageMore|3星通关主题曲7-14；必须编入非助战圣约送葬人并上场，且使用圣约送葬人歼灭至少2名游击队盾卫|3|main_07-12|char_1032_excu2|DEATHDETAIL,char_1032_excu2,enemy_1081_sotisd|2||DEATHDETAIL|char_1032_excu2|enemy_1081_sotisd|
uniequip_002_slent2_1|EquipmentSkillCast|战斗中非助战淬羽赫默累计使用无畏者协议8次|char_1031_slent2|skchr_slent2_3|8|char_1031_slent2|||char_1031_slent2|||
uniequip_002_slent2_2|EquipmentSquadNoAnyDead|3星通关主题曲6-3；必须编入非助战淬羽赫默并上场，且所有干员不被击倒|3|main_06-03|char_1031_slent2|||||||
uniequip_002_tknogi_1|EquipmentSkillCast|战斗中非助战月禾累计使用迹无8次|char_343_tknogi|skchr_tknogi_1|8|char_343_tknogi|||char_343_tknogi|||
uniequip_002_tknogi_2|EquipmentSquadNoAnyDead|3星通关主题曲S3-6；必须编入非助战月禾并上场，且所有干员不被击倒|3|sub_03-3-1|char_343_tknogi|||||||
uniequip_002_ncdeer_1|EquipmentSkillCast|战斗中非助战九色鹿累计使用仙山去远8次|char_4019_ncdeer|skchr_ncdeer_2|8|char_4019_ncdeer|||char_4019_ncdeer|||
uniequip_002_ncdeer_2|EquipmentSquadProEx|3星通关别传IW-3；必须编入非助战九色鹿并上场，且不编入其他辅助干员|3|act15side_03|char_4019_ncdeer|SUPPORT|||SUPPORT|||
uniequip_002_quercu_1|EquipmentSkillCast|战斗中非助战夏栎累计使用生灵的回响8次|char_492_quercu|skchr_quercu_2|8|char_492_quercu|||char_492_quercu|||
uniequip_002_quercu_2|EquipmentSquadProEx|3星通关主题曲9-2标准实战环境；必须编入非助战夏栎并上场，且不编入其他医疗干员|3|main_09-01|char_492_quercu|MEDIC|||MEDIC|||
uniequip_003_chen_1|EquipmentDamageTotal|由非助战陈累计造成100000点伤害|char_010_chen|100000||||||||
uniequip_003_chen_2|EquipmentSquadNum|3星通关主题曲5-9；必须携带并部署非助战陈，其他成员仅可编入7名干员|3|main_05-09|char_010_chen|7|||7|||
uniequip_003_saga_1|EquipmentDamageTotal|由非助战嵯峨累计造成80000点伤害|char_362_saga|80000||||||||
uniequip_003_saga_2|EquipmentDeployOneNoEvac|3星通关别传WR-3；必须编入非助战嵯峨，且第一位部署嵯峨、嵯峨全程不撤退或被击倒|3|act16d5_03|char_362_saga|1|||1|||
uniequip_002_almond_1|EquipmentSkillCast|战斗中非助战杏仁累计使用强力牵引10次|char_4105_almond|skchr_almond_2|10|char_4105_almond|||char_4105_almond|||
uniequip_002_almond_2|EquipmentSkillCastStage|3星通关别传BI-2；必须编入非助战杏仁并上场，且至少使用2次强力牵引|3|act14side_02|skchr_almond_2|2|char_4105_almond||2|||
